id,name,hasArtwork,city,distict,address1,address2,postalCode,latitude,longitude,closeTime,openTime
68451,海门大东方百货店,FALSE,南通市,海门镇,大东方百货,解放中路369号B6单元,NA,31.895274,121.182121,22:30:00,07:00:00
68692,成都双楠鹭岛店,FALSE,成都市,武侯区,鹭岛步行街1楼4单元,永丰乡双楠村鹭岛国际社区,610041,30.645271,104.013429,23:00:00,07:30:00
68730,昆山百盛店,FALSE,苏州市,玉山镇,世贸广场昆山时尚百盛L1-25铺位,前进西路,215300,31.382092,120.954205,22:00:00,08:00:00
68879,陆家嘴软件园店,FALSE,上海市,浦东新区,陆家嘴软件园1号楼1楼,峨山路91弄98号,200127,31.217568,121.532438,20:00:00,07:00:00
19456,广州富力中心店,FALSE,广州市,华夏路10富力中心首层东北面103单元,NA,NA,510623,23.117174,113.321851,21:30:00,07:15:00
19465,厦门磐基中心店,FALSE,厦门市,莲岳路1号磐基中心,NA,NA,361012,24.48198,118.120969,23:00:00,07:00:00
19474,武汉大润发店,FALSE,武汉市,江汉区,大润发超市1楼,江汉路257号,430022,30.585489,114.285346,22:00:00,07:30:00
20179,吴江正翔广场店,FALSE,苏州市,松陵镇,吴江正翔广场,江兴西路469号一层1027A商铺,215200,31.169323,120.639832,22:00:00,07:00:00
20315,长沙乐和城门店,FALSE,长沙市,芙蓉区,NA,黄兴中路188号,410005,28.19903,112.976823,23:00:00,07:30:00
20371,深圳信和春天店,FALSE,深圳市,南山区,信和购物广场第1层的L1S-01商铺,南海大道2088号,518054,22.507167,113.925041,22:00:00,07:00:00
20380,中山假日广场店,FALSE,中山市,孙文东路78号假日广场首层,NA,NA,528400,22.520087,113.390344,22:30:00,07:30:00
1774,沈阳大悦城店,FALSE,沈阳市,大东区,沈阳大悦城B座B101号,小东路5号,110014,41.801603,123.466074,22:00:00,08:30:00
1776,吴江路店,FALSE,上海市,静安区,吴江路,吴江路128号,200041,31.229792,121.461441,22:00:00,07:00:00
1778,重庆江北茂业店,FALSE,重庆市,江北区,茂业百货G层,建新北路16号,400000,29.577103,106.531281,22:30:00,07:30:00
1782,成都宽窄巷子店,FALSE,成都市,宽窄巷子文化保护区,NA,窄巷子22号,610021,30.663541,104.053914,23:00:00,08:30:00
1801,永安店,FALSE,上海市,黄浦区,永安百货一楼,南京东路635号,200010,31.235305,121.478391,22:00:00,08:30:00
1803,中山公园龙之梦1F店,FALSE,上海市,长宁区,龙之梦,长宁路1018号1F1073号商铺,200050,31.218679,121.416828,22:00:00,07:00:00
1806,苏州高峰会店,FALSE,苏州市,工业园区,中银惠龙大厦101-A,苏华路8号,215021,31.316072,120.672485,21:00:00,07:00:00
1823,广州东站店,FALSE,广州市,天河区,广州东站综合楼裙楼首层,东站路１号,NA,23.149674,113.324704,21:00:00,06:00:00
1824,深圳鼎诚国际店,FALSE,深圳市,福田区,中航苑鼎诚大厦裙楼101C,振华路,518000,22.542962,114.083575,22:30:00,07:30:00
1827,广州中信广场店,FALSE,广州市,天河区,NA,天河北路233号二层214、215B铺,510610,23.142645,113.32505,19:00:00,08:00:00
19051,绍兴世茂店,FALSE,绍兴市,越城区,世茂城购物中心1-A-14,胜利东路366号,312000,30.003704,120.596237,23:00:00,07:30:00
19183,沈阳万达店,FALSE,沈阳市,铁西区,万达广场一层156单元,兴华南街58-20号,110000,41.780959,123.359256,22:00:00,08:00:00
19241,金山百联店,FALSE,上海市,上海市金山区,NA,卫清西路188号B101室,200540,30.73225,121.347397,22:00:00,07:00:00
19266,广州星海音乐厅店,FALSE,广州市,越秀区,NA,二沙岛晴波路33号,510105,23.107799,113.305306,23:00:00,07:00:00
19271,深圳联通大厦店,FALSE,深圳市,深南大道深圳联通大厦首层,NA,NA,518000,22.538462,114.054512,20:30:00,07:30:00
19405,东莞天一城店,FALSE,东莞市,樟木头镇,天一城购物中心1层,莞樟路与西城路交汇处,523616,22.9103,114.064745,23:00:00,07:30:00
19406,天津河东万达店,FALSE,天津市,河东区,NA,津滨大道53号一层151A单元,300170,39.123171,117.255903,23:00:00,08:00:00
19411,杭州银泰庆春店,FALSE,杭州市,江干区,银泰百货庆春店一楼,景昙路18-26号,310000,30.259719,120.204971,22:30:00,07:00:00
19414,宁波世纪东方广场店,FALSE,宁波市,江东区,世纪东方广场一楼F1016号商铺,中山东路1083号,315000,29.86195,121.593609,22:00:00,07:00:00
1845,松江开元北入口店,FALSE,上海市,松江区,地中海商业广场1层1-000号,新松江路925弄,201620,31.037924,121.219566,23:00:00,07:00:00
1861,成都威斯顿店,FALSE,成都市,人民南路4段19号威斯顿联邦大厦1楼,NA,NA,NA,30.624289,104.067348,21:30:00,07:30:00
1864,广州上街东方都会广场店,FALSE,广州市,中山大道西路186号,109、134、136号铺,东方都会广场首层108、,NA,23.133594,113.362199,23:00:00,07:30:00
1886,虹桥万豪店,FALSE,上海市,长宁区,万豪大酒店A段101-1,虹桥路2270,200336,31.191612,121.37675,21:30:00,06:30:00
1892,苏州科文中心店,FALSE,苏州市,工业园区,苏州科技文化艺术中心103商铺,观枫街1号,215123,31.32193,120.701851,22:00:00,09:30:00
1894,杭州西湖银泰B1店,FALSE,杭州市,上城区,银泰百货西湖店B1F,延安路98号,310000,30.243706,120.164931,22:30:00,07:00:00
1895,深圳天安数码城店,FALSE,深圳市,福田区,NA,天安数码时代大厦主楼102-2单元,518040,22.534995,114.031827,20:00:00,07:00:00
1897,北京蓝色港湾圣拉娜店,FALSE,北京市,朝阳区朝阳公园路6号,二层C1-3单元及二层阳台,蓝色港湾国际商区1座C1-3单元首层、,100020,39.94924,116.473731,22:30:00,07:30:00
1567,红房子店,FALSE,上海市,卢湾区,红房子,陕西南路37号,200040,31.220551,121.457809,22:00:00,07:00:00
1569,虹梅路店,FALSE,上海市,上海市闵行区,NA,虹梅路3188－1号,NA,31.188114,121.387444,22:30:00,06:30:00
1573,宁波天一广场店,FALSE,宁波市,海曙区,天一广场VB区,中山东路188号,NA,29.870579,121.555856,23:00:00,07:00:00
1580,信息大厦店,FALSE,上海市,浦东新区,信息大厦,世纪大道211号,NA,31.235548,121.51062,19:00:00,07:00:00
1593,汤臣店,FALSE,上海市,浦东新区,汤臣金融中心,东方路710号,201203,31.229257,121.524293,20:00:00,07:00:00
18831,常州泰富店,FALSE,常州市,江苏省常州市,NA,延陵西路91号202-208室,213003,31.778536,119.956268,21:30:00,07:30:00
18867,杭州EAC店,FALSE,杭州市,西湖区,"世贸丽晶城欧美中心2号楼G区107,108室",教工路26号,310000,30.274128,120.13665,23:00:00,07:00:00
18889,800秀店,FALSE,上海市,静安区,800秀,常德路800号,200040,31.233509,121.443161,22:30:00,07:00:00
18923,深圳喜荟城店,FALSE,深圳市,罗湖区,百仕达喜荟城225单元,太宁路28号,518020,22.569057,114.139058,23:00:00,07:30:00
18975,珠海国贸店,FALSE,珠海市,吉大景山路228号,NA,国贸购物广场首层,519015,22.257186,113.580506,22:00:00,07:30:00
1913,东莞愉景雅苑店,FALSE,东莞市,东城区,NA,东城大道愉景雅苑二号楼8号铺,523000,23.031868,113.769967,22:30:00,07:30:00
1914,甜爱路店,FALSE,上海市,虹口区,甜爱路,四川北路2258号,200081,31.268057,121.482853,22:00:00,07:00:00
1922,北京威新国际大厦店,FALSE,北京市,海淀区,清华科技园9号楼威新国际大厦首层,中关村东路1号,100084,39.993171,116.332409,21:00:00,07:00:00
1929,成都总府店,FALSE,成都市,总府路15号王府井百货1楼,NA,NA,NA,30.65787,104.079442,23:00:00,07:30:00
1008004,武汉洪山广场站店,FALSE,武汉市,武昌区,负一层商业街（靠近D出口）,洪山地铁站,430000,30.54592,114.336382,20:30:00,07:00:00
1008042,3号湾店,FALSE,上海市,杨浦区,3号湾,国定路319号F135单元,200433,31.296335,121.50926,22:00:00,07:00:00
1008074,重庆紫荆商业广场店,FALSE,重庆市,渝北区,紫荆商业广场5号楼一层,红黄路街121号,NA,29.588779,106.534693,22:30:00,07:30:00
1008078,沈阳太原街百盛分店,FALSE,沈阳市,和平区,百盛购物广场一层L1-5单元,中华路21号,110001,41.791861,123.399901,21:30:00,09:00:00
1008116,嘉兴嘉善恒利广场店,FALSE,嘉兴市,嘉善县中山西路118号,NA,NA,314100,30.840701,120.917769,22:30:00,08:00:00
1008167,盐城中南城店,FALSE,盐城市,盐都区,NA,解放南路278号中南城1020、2015单元,224000,33.321006,120.179689,22:00:00,08:00:00
1008185,无锡京东广场店,FALSE,无锡市,江苏省无锡市,NA,崇安区广南路388号,214000,31.587509,120.336933,22:00:00,08:00:00
1008187,南京森林摩尔店,FALSE,南京市,玄武区,2号楼第一层107商铺,中山门大街301号,210000,32.038564,118.866503,22:00:00,10:00:00
1008189,武汉汉阳人信汇店,FALSE,武汉市,汉阳区,人信汇7号楼一楼7-103A商铺,龙阳村,101,30.553282,114.205295,22:00:00,07:30:00
1008198,沈阳中海环宇城店,FALSE,沈阳市,皇姑区,甲一层122、123铺位,塔湾街11号,110001,41.825954,123.376875,21:30:00,07:30:00
1008249,广州番禺万达广场分店,FALSE,广州市,番禺区,番禺万达广场 一层 1056 号铺,南村镇兴南大道368号,510000,23.00819,113.347731,23:00:00,08:00:00
1008252,成都鹏瑞利购物中心店,FALSE,成都市,青羊区,鹏瑞利青羊广场1层12号和14号,光华北三路55号,610000,30.670711,103.962805,22:00:00,08:00:00
1008266,呼和浩特东城万达广场店,FALSE,呼和浩特,赛罕区,万达广场一层,新华东街26号,010020,40.836087,111.735058,21:30:00,10:00:00
1008314,成都凯德天府店,FALSE,成都市,高新区,凯德·天府一层,天仁路388号,610000,30.602668,104.068917,22:00:00,08:00:00
1006614,北京羊坊店路咖啡店,FALSE,北京市,光耀东方广场一层103单元,海淀区,羊坊店路18号,100038,39.899672,116.321604,22:00:00,07:30:00
1006636,佛山创意产业园店,FALSE,佛山市,禅城区,厂内六幢（即15#楼）101 单元,弼塘东二街22 号,528000,23.013829,113.096949,22:30:00,07:30:00
1006649,广州东方汇店,FALSE,广州市,荔湾区,地上二层的2F-033和2F-047单元,下九路58、60号,510140,23.114753,113.248257,NA,NA
1006652,常熟美城广场店,FALSE,苏州市,海虞北路35号,NA,NA,215500,31.670864,120.754744,22:30:00,07:30:00
1006654,北京嘉盛SOHO中心店,FALSE,北京市,朝阳区,嘉盛中心首层西侧大堂,东三环北路甲19 号,100027,39.928827,116.460741,21:00:00,07:00:00
1006656,深圳龙岗万科店,FALSE,深圳市,龙岗区,万科天誉广场L2-48商铺,龙城街道中心城龙翔大道7188号,518000,22.715416,114.244594,22:30:00,09:30:00
1006668,西安小寨金鹰店,FALSE,西安市,雁塔区,长安文化综合大1F-B/04单元,长安中路99号,710000,34.221806,108.947192,22:30:00,07:30:00
1006702,天津永旺梦乐城梅江店,FALSE,天津市,西青经济开发区,A区,友谊南路111号,300080,39.02632,117.218841,22:00:00,08:00:00
1006711,昭化路店,FALSE,上海市,长宁区,NA,定西路1026号,NA,31.211461,121.42391,22:00:00,07:00:00
1006731,海口美兰机场分店,FALSE,海口市,美兰区,海口美兰国际机场机场控制区内15号、16号登机门之间店铺,美兰国际机场,570000,19.940928,110.462559,22:30:00,06:30:00
1006939,聚丰园路店,FALSE,上海市,宝山区,1号楼116、117室,聚丰园路91号,200436,31.315174,121.385296,22:00:00,07:00:00
1007216,广州花城湾店,FALSE,广州市,No. 86 Huacheng Avenue,Tianhe District,NA,510623,23.118368,113.331206,23:00:00,07:30:00
1006462,西安大明宫万达店,FALSE,西安市,未央区,大明宫万达广场一层,太华北路369号,71000,34.315404,108.972524,22:30:00,07:30:00
1006467,重庆九街店,FALSE,重庆市,江北区,一楼,北城天街与洋河叉路口,400000,29.579592,106.545278,22:30:00,08:30:00
1006480,常州又一城店,FALSE,常州市,武进区,又一城,花园街33号,213161,31.705479,119.951104,22:00:00,07:00:00
1006490,苏州观前街1号店,FALSE,苏州市,观前街1-53号,NA,NA,215000,31.310727,120.6275,23:00:00,08:00:00
1006493,泰州金鹰店,FALSE,泰州市,海陵区,泰州金鹰一层A8铺位,东进东路18号,225300,32.496323,119.921249,22:30:00,08:00:00
1006495,北京建国路咖啡店,FALSE,北京市,朝阳区,SOHO 现代城801 单元地上一层及二层,建国路88 号,NA,39.907632,116.475864,21:00:00,07:00:00
1006522,8号桥一期8号楼店,FALSE,上海市,建国中路8-10号,NA,NA,200129,31.210878,121.471108,21:00:00,07:00:00
1006525,无锡高铁站店,FALSE,无锡市,崇安区,NA,车站路1号,214000,31.588292,120.306454,21:30:00,07:00:00
1006571,福州苏宁广场分店,FALSE,福州市,台江区,苏宁广场地上第一层的110室,工业路233号,350001,26.062478,119.287888,23:00:00,07:30:00
1007222,惠州港惠店,FALSE,惠州市,惠城区,港惠新天地二期首层,演达路,516000,23.067986,114.415731,22:30:00,08:00:00
1007233,福州群升东百分店,FALSE,福州市,台江区,群升国际二期E地块2号楼第一层的1102单元,八一七路760号,350000,26.058778,119.30499,22:30:00,07:30:00
1007265,福州长乐长山湖分店,FALSE,福州市,长乐市,"""长山湖购物广场第一层的 1-17 单元 """,航城街道广场路 39 号,350000,25.955994,119.499835,22:30:00,07:30:00
1007273,烟台大悦城咖啡店,FALSE,烟台市,芝罘区,大悦城1F-13和2F-17号商铺,北马路150号,264000,37.545917,121.386793,22:00:00,10:00:00
1007274,青岛万象城第二分店,FALSE,青岛市,市南区,华润中心万象城地上五层L-537,山东路6号,266000,36.06756,120.377505,22:00:00,09:30:00
1007276,芜湖苏宁广场店,FALSE,芜湖市,镜湖区,苏宁广场一楼,中和路与中山路步行街交叉口,241000,31.32898,118.367672,23:00:00,09:00:00
1007376,北京曙光西里咖啡店,FALSE,北京市,朝阳区,10号楼-17-1层17,曙光西里甲5号院,100000,39.963111,116.455997,NA,NA
1007381,成都国际金融广场6F店,FALSE,成都市,成都市锦江区,国际金融广场6F,红星路,101,30.655232,104.082068,00:00:00,10:00:00
1007412,杭州黄龙时代广场店,FALSE,杭州市,西湖区,NA,天目山路274号,315300,30.272728,120.125596,22:30:00,07:00:00
1008370,江苏大厦店,FALSE,上海市,浦东新区,紫金山大酒店（江苏大厦）,崂山路526号一层大堂区域,200122,31.227792,121.523315,21:30:00,07:00:00
1008388,天津恒隆广场咖啡店,FALSE,天津市,和平区,恒隆广场,兴安路166号,300101,39.128081,117.19987,22:00:00,10:00:00
1008390,金华义乌锦都店,FALSE,金华市,城中中路168号,NA,NA,322000,29.300844,120.070474,22:30:00,07:00:00
1008440,绍兴柯桥银泰店,FALSE,绍兴市,柯桥区,一至二层01058号铺位,笛扬路1533号,312030,30.086635,120.492853,22:30:00,07:30:00
1008443,无锡新区百盛店,FALSE,无锡市,新区,宝龙城市广场新区百盛一层,旺庄路188号,214000,31.540578,120.353432,22:00:00,08:00:00
1008464,烟台新世界咖啡店,FALSE,烟台市,莱山区,烟台新世界一层,清泉路27号,264000,37.480471,121.451652,22:00:00,08:30:00
1008466,北京惠新东街咖啡店,FALSE,北京市,惠新东街4号,NA,惠新东街钱柜一层,100029,39.987389,116.424586,21:30:00,07:00:00
1008478,湖州银泰城店,FALSE,湖州市,吴兴区,NA,东吴国际龙玺公馆湖州银泰城1-13,313000,30.873725,120.09887,22:00:00,08:00:00
1008481,缤谷广场二期3F店,FALSE,上海市,上海市长宁区,缤谷文化休闲广场二期三楼 310B 单元,天山路345号,200336,31.213921,121.38918,22:00:00,10:00:00
1008489,沈阳中街新玛特店,FALSE,沈阳市,大东区,新玛特商场,小东路2号,110000,41.802077,123.464875,21:30:00,09:30:00
1006117,汇宝广场店,FALSE,上海市,闵行区,汇宝广场,漕宝路3459号1C2-03,201100,31.155525,121.34888,22:00:00,07:00:00
1006164,永业公寓店,FALSE,上海市,黄浦区,永业公寓,徐家汇路193-199号,21246,31.208879,121.476897,22:00:00,07:00:00
1006304,成都春熙坊店,FALSE,成都市,锦江区,-1F,总府街29号,610000,30.65873,104.078047,22:30:00,07:30:00
1006346,静安嘉里中心B2店,FALSE,上海市,静安区,静安嘉里中心商场SB2-06室,延安中路1218号,200040,31.223057,121.449805,22:00:00,07:00:00
1006347,深圳欢乐谷店,FALSE,深圳市,南山区,欢乐谷公园商业街1-2区欢摩乐信,侨城西街18号,518053,22.538583,113.979192,20:30:00,09:00:00
1006350,柳州步步高店,FALSE,柳州,广场路10号,NA,步步高广场一层F118 号商铺、二层F281 号商铺,NA,24.320502,109.410824,23:00:00,09:00:00
1006408,徐州云龙万达广场店,FALSE,徐州市,云龙区,万达广场1F1001铺,和平大道58号,221000,34.25381,117.244051,22:30:00,08:00:00
1006450,沈阳华府新天地分店,FALSE,沈阳市,和平区,华府新天地购物中心一层,哈尔滨路168号,110001,41.813086,123.437775,21:00:00,08:00:00
1006456,重庆时代天街店,FALSE,重庆市,渝中区,1F,大坪大石路时代天街,410000,29.538851,106.510584,22:30:00,07:30:00
1005661,松江颐思殿广场店,FALSE,上海市,松江区,颐思殿广场,松东路219号1F,201699,31.016201,121.255569,22:00:00,06:30:00
1005669,天津永旺梦乐城滨海店,FALSE,天津市,经济技术开发区时尚东路29号,区域120单元,永旺梦乐城天津TEDA 购物中心1 层,300457,39.031944,117.729144,22:00:00,09:00:00
1005726,天津地铁店,FALSE,天津市,河西区,NA,乐园道与越秀路交口B1层,300000,39.087638,117.205842,NA,NA
1005732,济南经四路万达影院店,FALSE,济南市,市中区,万达广场5层万达影城,济南市中区经四路5号,250000,36.662619,117.003355,22:00:00,10:00:00
1005754,中山小榄大信皇冠假日店,FALSE,中山市,小榄镇,"""大信皇冠假日酒店大堂 1F003 号单元 """,升平中路 18 号,528400,22.671085,113.24741,23:00:00,07:30:00
1005755,福州青年会分店,FALSE,福州市,台江区,第一层的 101 单元,苍霞路 13 号,350001,26.050422,119.31018,23:00:00,07:30:00
1005810,月星环球港B1店,FALSE,上海市,普陀区,月星环球港B1148-B1149,中山北路3300号,200333,31.235541,121.413568,22:00:00,09:30:00
1007434,佛山陈村顺联店,FALSE,佛山市,顺德区,顺联广场,陈村镇合成居委会佛陈路一号,528000,22.953403,113.240454,22:30:00,07:30:00
1007804,天津港保税区开利大厦店,FALSE,天津市,保税区,NA,天保大道188号1层102室,300240,39.005254,117.755671,18:00:00,07:30:00
1007808,北京首体南路咖啡店,FALSE,北京市,海淀区,地上一层大堂B/C轴与22/25轴之间,首体南路9号10楼等11幢之第四幢,100044,39.934035,116.324726,21:00:00,07:30:00
1007810,贵阳亨特城市广场店,FALSE,贵阳,南明区,亨特城市广场负二层1B号铺,机场路18号,NA,26.575245,106.715572,23:00:00,07:30:00
1007815,北京常通路第一咖啡店,FALSE,北京市,朝阳区,1号院1号楼 1F-08/2F-08,常通路,NA,39.92506,116.598252,22:00:00,08:00:00
1007816,北京常通路第二咖啡店,FALSE,北京市,北京市,2号院1号楼4F-27,朝阳区常通路,NA,39.924529,116.60042,22:00:00,10:00:00
1007947,浦江双辉店,FALSE,上海市,浦东新区,NA,银城路9-99号农业银行大厦地下一层01单元,200120,31.242115,121.509638,19:00:00,07:00:00
1005835,成都财富又一城店,FALSE,成都市,成华区,2号,府青路二段,610000,30.678174,104.094704,22:30:00,08:00:00
1005941,长沙开福万达广场店,FALSE,长沙市,开福区,长沙开福万达广场2F-07号,湘江中路中山路589,NA,28.198931,112.970392,22:00:00,10:00:00
1006025,长春百货大楼店,FALSE,长春市,朝阳区,百货大楼一层、二层,人民大街1881号,130001,43.89168,125.323926,21:00:00,08:00:00
1006026,南京大厂紫晶环球广场店,FALSE,南京市,六合区,环球生活广场,葛关路380-1号,211500,32.231427,118.760349,22:00:00,08:00:00
1006071,石家庄勒泰中心2店,FALSE,石家庄,桥东区,勒泰中心6层,中山东路39号,50000,38.045909,114.505578,22:00:00,10:00:00
1006074,江苏省人民医院店,FALSE,南京市,鼓楼区,江苏省人民医院,广州路300号,210029,32.048444,118.766726,NA,NA
1016506,杭州万塘汇店,FALSE,杭州市,浙江省杭州市,NA,万塘路262号万塘汇2#101室,310000,30.278915,120.123592,23:00:00,07:00:00
1016510,深圳新沙天虹店,FALSE,深圳市,宝安区,新沙天虹购物中心第一层115单元和第二层225单元,沙井街道新沙路与西环路交界处,518000,22.730866,113.800451,23:30:00,08:00:00
1016511,共江路家乐福店,FALSE,上海市,上海市宝山区,NA,共江路1208号1F-N1A,200435,31.327108,121.444335,22:00:00,07:00:00
1016514,绍兴中惠百货店,FALSE,绍兴市,浙江省绍兴市,NA,越城区中兴中路35号以及37号的部分区域,312000,29.997332,120.588131,22:30:00,07:30:00
1016539,杭州建德太平洋购物中心,FALSE,杭州市,浙江省杭州市,"1030号、4,1031号、4,1032号、4,1033号、4,1034号商铺",建德市新安江街道盛德国际广场4幢4,NA,29.471192,119.277017,22:00:00,07:30:00
1016549,医谷现代商务园店,FALSE,上海市,上海市浦东新区,NA,天雄路588弄1_28号13幢1楼108单元,200082,31.104543,121.61240599999999,18:00:00,07:30:00
1016570,武汉昙华林分店,FALSE,武汉市,武昌区,南国昙华林1F,中山路与友谊大道交汇,430000,30.552043,114.316499,22:00:00,07:30:00
1016624,常州武进凯尔店,FALSE,常州市,江苏省常州市,凯尔Lomo广场1F-111#112#商铺,武进区凯尔锋度花园9幢,213000,31.689696,119.945521,22:00:00,08:00:00
1016626,杭州武林广场地铁站店,FALSE,杭州市,浙江省杭州市,NA,下城区武林广场地铁站负一层01-01号商铺,310000,30.273018,120.164322,22:30:00,07:00:00
1016637,佛山顺德服务区西区店,FALSE,佛山市,广州至珠海高速公路（西线）顺德碧江,顺德服务区西区综合楼第一层A-L1-01单元,至中山沙溪段（广珠西线二期）,528300,22.916031,113.268835,20:30:00,08:30:00
1016655,杭州东方通信店,FALSE,杭州市,浙江省杭州市,东方通信城三期2号楼第一层101单元,滨江区东信大道66号,310000,30.17813,120.142239,19:30:00,07:30:00
1015983,天津新开路远洋新天地店,FALSE,天津市,河东区,67号101、102单元,新开路,300157,39.139686,117.219298,22:00:00,07:30:00
1015985,梅州万达分店,FALSE,梅州市,梅江区,梅州万达广场室内步行街地面一层1001-1002A,金燕大道与五横街交汇处南,514021,24.271597,116.138049,23:30:00,09:00:00
1016061,G60金华服务南区店,FALSE,金华市,浙江省金华市,NA,金东区傅村镇石狮塘村,321000,29.244915,119.885894,21:30:00,07:00:00
1016093,杭州临平万宝城店,FALSE,杭州市,浙江省杭州市,NA,余杭区荷禹路105号万宝城B-116商铺,310000,30.432534,120.282716,22:00:00,08:00:00
1016099,杭州来福士1F店,FALSE,杭州市,浙江省杭州市,杭州来福士中心1层 28/29A 号商铺,江干区新业路228号,310020,30.248323,120.213588,22:00:00,08:00:00
1016126,温州柳市现代广场店,FALSE,温州市,浙江省温州市,NA,柳市镇扬帆路88号柳市现代广场一层026号,325604,28.044651000000002,120.889429,23:00:00,08:00:00
1016128,台州中盛城市广场店,FALSE,台州市,台州市路桥区,路桥区,银座街508号中盛百货A座一层1A01号商铺,318050,28.578748,121.378126,22:00:00,08:30:00
1016135,天津印象城店,FALSE,天津市,西青经济技术开发区,印象城L1-18单元,友谊南路111号,300020,39.024273,117.218274,22:00:00,07:30:00
1016136,北京金宝汇店,FALSE,北京市,东城区,金宝汇112号商铺一层,金宝街88号,NA,39.915339,116.421322,22:00:00,07:00:00
1016137,杭州东城广场店,FALSE,杭州市,浙江省杭州市,东城广场一层103-1号商铺,江干区九沙大道399号,310000,30.311212,120.278575,22:00:00,07:30:00
1016138,舟山普陀美乐汇店,FALSE,舟山市,浙江省舟山市,NA,普陀区海印路780-1号,316100,29.969903,122.321565,22:00:00,08:00:00
1016144,宁波集盒店,FALSE,宁波市,浙江省宁波市,NA,江东区徐戎路（临）39号4号楼101室,315000,29.873012,121.573926,22:30:00,07:00:00
1016145,仁恒森兰雅苑店,FALSE,上海市,上海市浦东新区,NA,东煦路680号,200000,31.295793,121.591694,22:00:00,07:00:00
1015761,惠南禹洲商业广场店,FALSE,上海市,上海市浦东新区,惠南禹洲商业广场1楼9876单元,沪南公路9900号,200278,31.040225,121.738855,22:00:00,08:00:00
1015792,温州银泰奥莱店,FALSE,温州市,浙江省温州市,NA,瓯海区瓯海大道1299号1-2层的L1057和L2029单元,325000,27.963761,120.604471,22:30:00,08:00:00
1015803,杭州康康谷店,FALSE,杭州市,浙江省杭州市,春晓路61号康康谷商业中心1幢101-2室,滨江区长河街道,310000,30.196052,120.213636,22:00:00,07:30:00
1015804,杭州萧山汇金中心店,FALSE,杭州市,浙江省杭州市,NA,萧山区北干街道博奥路788、790号，金城路145、146号,310000,30.18209,120.244363,22:00:00,07:00:00
1015832,张家口百盛店,FALSE,张家口,桥东区,百盛购物中心一层,滨河中路2号,075000,40.817651,114.886466,21:30:00,08:30:00
1015844,宁波宁海西子国际店,FALSE,宁波市,浙江省宁波市,NA,宁海县正学东路1号1层31号铺,315600,29.304839,121.441371,22:00:00,08:00:00
1015895,德阳万达店,FALSE,德阳市,旌阳区,德阳万达广场一层1001号商铺,庐山北路一段8号,618000,31.158249,104.415425,22:30:00,07:30:00
1015967,郑州丹尼斯CBD一天地,FALSE,郑州市,郑州市,丹尼斯一天地1F-027星巴克,商务西八街北、商务西七街南,450000,34.767237,113.724336,22:00:00,08:00:00
1015969,合肥滨湖万达城店,FALSE,合肥市,滨湖新区,合肥万达茂一层1036号,庐州大道800号,230000,31.701209,117.304787,22:00:00,09:00:00
1016686,广州琶洲保利国际广场店,FALSE,广州市,海珠区,保利国际广场零售商区首层112号铺,琶洲大道东3号,510000,23.102269,113.372432,21:00:00,08:00:00
1016690,三湘世纪花城店,FALSE,上海市,上海市杨浦区,NA,逸仙路519号09单元,200434,31.300865,121.487188,21:00:00,07:00:00
1016695,苏州昆山弥敦城店,FALSE,苏州市,江苏省苏州市,NA,昆山市衡山路58号A1001单元,215300,31.354264,120.975793,21:00:00,08:00:00
1016702,长沙黄花国际机场,FALSE,长沙市,长沙县,负一楼-124铺,黄花国际机场T2航站楼,410000,28.186291,113.218984,23:00:00,07:30:00
1016706,北艾路店,FALSE,上海市,上海市浦东新区,NA,北艾路1770、1772号,200125,31.180669,121.525642,22:00:00,07:00:00
1016707,曲阳路店,FALSE,上海市,上海市虹口区,NA,曲阳路379号1楼04单元,200081,31.272702,121.491357,21:30:00,07:00:00
1016712,东方明珠店,FALSE,上海市,上海市浦东新区,NA,世纪大道1号广场1号铺位,200120,31.239729,121.49985,22:00:00,08:00:00
1016862,长宁KING88购物中心店,FALSE,上海市,上海市长宁区,NA,长宁路88号长宁King88一层商铺1-17、1-18室,200042,31.228186,121.426972,22:00:00,07:00:00
1016884,北京丽泽桥恒泰咖啡店,FALSE,北京市,丰台区,恒泰广场一层L1-19-20,丰台北路18号院,NA,39.866251,116.306758,22:00:00,07:00:00
1016888,深圳龙岗摩尔城店,FALSE,深圳市,龙岗区,摩尔城零售商区第一层S103单元,龙岗大道6002号,512000,22.722685,114.268418,22:00:00,09:00:00
1016902,襄阳民发商业广场店,FALSE,襄阳市,樊城区,民发商业广场A幢,长虹路13号,441000,32.039735,112.135745,22:00:00,08:30:00
1016970,成都来福士店,FALSE,成都市,人民南路四段三号,NA,NA,610000,30.631321,104.067176,22:00:00,07:30:00
1014853,南京慕斯荟店,FALSE,南京市,江苏省南京市浦口区,101及202铺位,浦珠南路26号,210000,32.07459,118.646627,22:00:00,08:30:00
1014871,杭州城东汇和城店,FALSE,杭州市,浙江省杭州市,汇和城第一层1050号商铺和第二层2060号商铺,江干区新风路619号,310000,30.293311,120.205032,22:30:00,08:00:00
1014873,绍兴国商购物中心店,FALSE,绍兴市,浙江省绍兴市,NA,越城区解放北路449号1F-001商铺,312000,29.999988,120.58033,22:30:00,07:30:00
1014959,苏州狮山石路国际店,FALSE,苏州市,江苏省苏州市,狮山石路国际生活广场1层EF109-1单元,高新区金山东路78号,215000,31.295685,120.547363,NA,NA
